text,polarite
"Le plus grand nanar de tous les temps!! Les dialogues sont incisifs et les plans extrêmement audacieux ! Les armes en plastique sont hyper réalistes et le décor de jungle tourné dans un jardin public nous plonge dans un univers fascinant à la limite de la quatrième dimension! Godfrey Ho nous décrit la guerre d'une façon extrêmement fidèle et dépasse ""il faut sauver le soldat ryan"", ""le jour le plus long"" et autres ""full métal jacket"" !! Un film culte ! (surtout pour le tristement célèbre ""Philiiiiiip !!! à voir absolument au moins une fois dans sa vie !)",négatif
"encore un navet de plus pour france télévision et la création française . nous sommes malheureusement bien loin de l'originalité des séries anglaise . les acteurs font le minimum syndicale , les dialogues aie!!! et l'histoire ridicule à laquelle on ne prend pas encore une fois . faut- il allée sur arte et france 5 pour voir de la création originale comme"" minuscule "" et"" au service de la france",négatif
Un divertissement d'époque qui à pris un bon coup de vieux .,négatif
"Ne pas confondre Dragon Blanc et Dragon tiger Gate, ce sont 2 films différents !!! Dragon Blanc est un film d'art martiaux avec des scenes de combat dans la lignée du Secret des Poignards Volants, Tigre et dragon etc..et qui melange à la fois comédie sentimentale, drame et parodie ( petits pains avec le M en rouge de Mac Do avec en prime le jouet qui va avec , le style de l'université américaine etc..) ha sinon c est mal filmé et mal jouer mais le film est sauvé par la bande son ..Donc à voir une fois pour la romance entre Phoenix alias Dragon blanc et Plumes de poulet et aussi pour son coté humour parodique .",négatif
"Western comico-peu motivant avec au milieu des chinois why not. La distraction se fait longue même si de voir l'acteur George Peppard jouer avec son enthousiasme qui lui va si bien, souvenez-vous la célèbre série L'Agence tous risques. Dans Le Dernier train pour Frisco, déjà on remarque sont penchant pour les cigares. Bref, en dehors de ça, ce dernier train peut donner un coup de comment faire du surplace et peu chaleureux en définitif.",négatif
"J'ai été déçu. Je pensais vraiment être surpris par de nouvelles idées. Certes, voir des ""vieux"" se battrent est originale. Sauf quand cela dure plus de la moitié du film! Bien sûr après il y'a l'histoire d' ""amour"" entre Willis et Parker mais elle est presque oubliée lorsque qu'ils repartent tous au rif. Donc c'est peut-être une révélation pour certains mais le script ressemble plus à de la rêvasserie qu'à un véritable travail de bonne qualité. un rendez-vous manqué, donc.",négatif
"A l'époque où je l'ai vu, les sujets tabous méritaient se rencontraient surtout dans le petites salles obscures. Ce film m'a intrigué et séduit, autant que Jeanne Balibar, découverte à cette occasion.",positif
"En faite si t pas canadien, le regarde pas car dialogue en canadien et donc incompréhensible pour un français normalement constitué",négatif
"4 étoiles, il faut remonter la note de ce film qui reste un modèle du genre bien qu'un peu complaisant au niveau de la critique sociale, avec surtout la performance de Carol White qui contre toute attente donne un coté positif et rafraichissant à ce film même après 40 ans.",positif
Que du bonheur dans ce film... Je l'ai vu quand j'avais 17 ans (et j'en ai 49) et je le revois avec autant de plaisir...,positif
"Suite directe du premier épisode, cette seconde aventure de Marty McFly et Doc Emmett Brown est virevoltante. Il est amusant de revoir aujourd’hui la vision de l’année 2015 que Spielberg et Zemeckis avaient à l'époque... En revanche, les dialogues et attitudes particulièrement lourds de leur vision du futur ont relativement mal vieilli !",positif
"Un très bon telefilm avec en toile de fond la plus grande catastrophe minière d'Europe en 1906 avec 1099 morts à Courrieres (62) et au métier de policier avec un Richard Berry désabusé et énigmatique. Cela me rappelle la viste au centre minier de Lewarde Sa salle des pendus, sa descente au fond de la mine. ..",positif
"Le talent de Jean Reno s'amenuise au fil du temps qui passe. Il serait peut-être temps de prendre sa retraite monsieur Reno, qu'en pensez-vous ?",négatif
"Une comédie améicaine dans la plus pure mouvance actuelle,qui s'attaque aux séminaires d'entreprises et toutes les situations ubuesques qui en découlent,comme on avait pu avoir un exemple dans un des sketch des ""Infidèles"".Ed Helms,le souffre-douleur de ""Very Bad Trip"",révélé par la série ""The Office"",campe un aimable agent d'assurances,presque un plouc qui n'a jamais quitté son Wisconsin natal.Cette convention s'apparente pour lui à une aventure de fou,où il va découvrir des collègues déjantés,des filles hautes en couleur,et les malversations de ses patrons.Le scénario est trop court,et s'enlise au bout de 45 minutes dans une sous-intrigue intéressante.Par contre,la première partie décoiffe,entre un personnage enfantin et risible,et les compositions hilarantes de John C.Reilly(courtier libidineux)de Sigourney Weaver(cougar pour homme-enfant).""Bienvenue à Cedar Rapids"" ne se distingue pas par sa prise de risques,mais son niveau est tout à fait suffisant pour passer un bon moment.",négatif
"Cette belle réalisation de Rob Marshall nous propose un conte Fantastique haut en couleurs avec de jolis décors et effets visuels, de bonnes séquences d'animation, et des intermèdes musicaux attractifs. Le scénario, adapté du conte pour enfants de P.L. Travers, nous conte une histoire se déroulant dans le Londres de la fin du 19 ème siècle. Ce film nous offre aussi de jolies chorégraphies comme le ballet des allumeurs de réverbères et la belle présence des enfants. A l'affiche, Emily Blunt fait une Mary Poppins plutôt convaincante. Ben Whishaw est lui aussi attachant dans le rôle du banquier Michael Banks ; quant à Emily Mortimer (sa sœur dans le film) elle est véritablement craquante.",positif
"Adaptation toute en finesse et en délicatesse de la nouvelle d'Anton Tchekhov assez fidèle à cette dernière en respectant son ossature mais tout en lui donnant un peu plus de chair. Et quelques belles idées ressortent de cette dernière : une galerie de personnages secondaires amusément (pas sûr que ce mot existe mais m'en fous!!!) absurdes, un point de vue un peu moins mysogine, du moins le temps d'une scène, que celui de l'auteur de ""La Mouette"" sur la femme du principal personnage masculin et quelques petits rajouts intelligents comme la séquence avec l'autre chien qui servent à encore mieux souligner la passion comprimée entre les deux amants. Mais outre une très belle musique et une photo ouatée, le gros point fort du film c'est l'interprétation de la lumineuse Iya Savvina dont la voix très douce est mémorable et délicieuse à écouter. Le dégel (momentané!!!) sous Khrouchtchev a donné lieu à des oeuvres remarquables, ce film en est une belle preuve.",positif
"La fin de la trilogie ne laisse qu'un regret, c'est justement d'être le dernier épisode. Mêmes ingrédients que Tokyo Inferno, un musique géniale, des combats esthétiques, des valeurs humaines,... Vu en VOST.",positif
"Encore une petite perle du cinéma australien pour ce petit film d'horreur sans prétention qui tient en haleine du début à la fin. Le plus est que l'on entre très vite dans le vif du sujet sans s'infliger les fausses pistes des bruits bizarres ou ombres qui font sursauter et le thème est vite cerné, assez gore dans l'idée mais filmé de façon relativement sage sans exagération d'hémoglobine ou visions hideuses. Le cadre est magnifique avec ces immenses étendues australiennes quasi désertiques et cet immense abattoir à l'abandon reconditionné en théâtre de terrain de survie avec le thème des bébés très poignant. Tabrett Bethell, l' inoubliable et sublime Cara de l'épée de vérité est époustouflante et occupe l'écran par sa présence et son énergie magnétique. Quel dommage de ne pas la voir dans plus de productions ou son charisme, son énergie et sa beauté feraient un malheur. Coup de théâtre final qui nous laisse assez baba et donne à ce film d'horreur une cohérence et une fin intéressante même si l'après scène finale du cimetière aurait pu être mieux exploitée.",positif
"Brittany Murphy est une excellente actrice, elle est naturelle (contrairement à beaucoup d'autres), charmante, sait faire passer de l'émotion. Ce film est interessant, et vu les critiques, je ne le conseille qu'aux amateurs du genre !",positif
"Cinq ans après son très hollywoodien ""12 years a slave"" que j'avais personnellement trouvé consensuel, peu instructif et plat, le réalisateur anglais Steve McQueen revient cette fois avec un polar comme je les aime à la fois très simple mais paradoxalement sombre et complexe. Un énième récit de braquage qui sert de fil rouge parfois extrêmement ténu au développement de son intrigue agrémentée d'une réflexion dénonciatrice qui aborde de façon trop égale, un peu brouillonne des sujets comme la politique, la corruption, le féminisme au détriment parfois d'une certaine cohérence scénaristique mais une petite perle de mise en scène même si on n'évite pas quelques ficelles prévisibles dans l'écriture. Une distribution de très haute volée, Viola Davis en tête face à des acteurs du standing de Liam Neeson, Colin Farrell ou Robert Duvall, Daniel Kaluuya, en homme de main psychopathe, livrant une prestation assez bluffante d'énergie obscure. Probablement pas le meilleur long-métrage qui soit dans le genre mais un ensemble qui sait prendre son temps pour installer son récit et ses personnages et aboutir à un final remarquable. Fort plaisant.",positif
Encore du sous-Chabrol. Décevant.,négatif
"Reprenant la théorie de Barreto qui faisait de Colomb un portugais, ce film poétique et nostalgique est une invitation au voyage, un peu à la manière de Baudelaire. Mêlant recherches sur l'histoire d'une théorie dont il importe peu dans le film qu'elle soit réelle ou imaginaire, et parcours d'une (longue) vie amoureuse, c'est bien sur le chemin de l'amour qu'Oliveira nous entraîne. De la 1ère à la dernière image, ce film baigne dans une douce nostalgie, celle d'un homme parvenu au terme d'une longue vie et qui se retourne avec tendresse sur son passé, sur les mystères de l'amour. Plus peut-être que celle de l'origine de Christophe Colomb, Oliveira semble nous dire que l'amour aussi est une énigme, et non la moindre. Ce film déroute car son axe principal est pour moi dans la dernière partie, quand il parle d'amour avec sa femme. (Les comédiens sont Oliveira lui-même et sa femme) Un beau bilan émouvant et certainement la plus belle façon pour un cinéaste et sa femme de s'avouer leur amour, à travers le filtre de la caméra. On ne voit pas deux comédiens dans cette scène, on ne voit que deux êtres qui inscrivent leur amour sur l'écran, en quelque sorte pour l'éternité. Existe-t-il plus belle preuve d'amour pour un cinéaste ?",positif
